Id,gender,age,nationality,sport,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,ind-degree,company,decision
x2620d,male,22,Dutch,Football,72,False,True,False,False,2,True,bachelor,C,False
x3018b,male,26,Dutch,Tennis,63,True,False,False,True,3,False,bachelor,C,False
x4574c,female,22,Dutch,Running,71,False,True,False,False,1,True,master,C,False
x9980b,male,27,Dutch,Rugby,59,False,False,False,False,2,False,bachelor,C,False
x9362c,female,23,Dutch,Chess,62,False,False,True,False,1,False,master,C,True
x2562g,male,29,Belgian,Cricket,61,False,False,False,False,1,False,master,C,True
x5378g,female,24,Dutch,Swimming,65,False,True,True,False,1,False,bachelor,C,True
x7214f,male,28,Dutch,Rugby,63,False,False,False,False,2,True,bachelor,C,False
x5012f,female,28,Belgian,Rugby,58,False,False,False,False,2,False,bachelor,C,False
x5656f,male,22,Dutch,Chess,62,False,True,True,False,1,False,bachelor,C,False
x9133d,female,23,Dutch,Tennis,69,False,True,False,False,1,True,master,C,False
x4985g,male,24,Dutch,Football,58,True,False,False,True,2,False,bachelor,C,False
x4011b,female,30,Dutch,Football,59,False,False,True,False,1,False,bachelor,C,True
x9503e,male,28,Dutch,Football,50,True,False,False,True,2,False,bachelor,C,False
x6744d,male,23,Dutch,Swimming,69,False,True,False,False,0,True,master,C,False
x4984c,female,26,Belgian,Swimming,70,False,True,False,False,1,True,master,C,False
x9985b,male,27,German,Cricket,60,False,False,True,False,0,False,master,C,False
x4356b,male,31,Dutch,Rugby,58,False,False,False,False,1,False,master,C,True
x9393b,female,27,Dutch,Football,56,True,True,False,False,2,False,bachelor,C,False
x5128c,female,27,Dutch,Rugby,68,False,True,True,False,0,True,master,C,False
x7784d,male,27,Dutch,Football,57,False,False,False,False,1,False,bachelor,C,False
x3347g,male,32,Belgian,Cricket,69,False,True,False,False,1,True,master,C,True
x8682e,male,30,Dutch,Football,56,True,False,False,True,2,False,bachelor,C,False
x6866e,male,32,Dutch,Rugby,54,False,False,False,False,0,False,bachelor,C,False
x9684a,female,26,Dutch,Chess,68,False,True,False,False,2,True,bachelor,C,False
x6592g,female,22,Dutch,Golf,60,False,False,False,False,2,False,bachelor,C,False
x8885d,male,27,Dutch,Rugby,65,False,False,True,False,1,True,master,C,True
x4933f,female,23,Dutch,Running,66,False,False,False,False,0,True,master,C,False
x3593a,male,30,Dutch,Rugby,63,False,True,False,False,1,True,master,C,False
x7996c,female,31,Dutch,Cricket,61,False,False,False,False,1,False,master,C,True
x4737c,female,23,Dutch,Football,68,True,True,False,True,2,True,bachelor,C,False
x9179c,male,32,Dutch,Golf,59,False,False,False,False,1,False,bachelor,C,True
x8594f,male,28,German,Rugby,68,True,True,True,True,3,False,phd,C,True
x1179d,male,29,Dutch,Rugby,56,False,False,True,False,0,False,bachelor,C,True
x4811a,female,27,Dutch,Swimming,60,False,False,False,False,0,False,bachelor,C,False
x5403a,female,27,Dutch,Running,70,False,True,False,False,0,True,master,C,False
x8002b,female,27,Dutch,Running,65,False,False,False,False,1,True,master,C,False
x6644b,female,28,German,Chess,70,False,True,False,False,0,True,master,C,False
x1962d,male,25,Belgian,Rugby,53,True,False,False,False,2,False,master,C,False
x8288c,male,28,Dutch,Golf,63,False,False,True,False,1,False,master,C,True
x7271a,male,28,Dutch,Rugby,59,True,False,False,False,2,False,phd,C,True
x7810b,female,22,Dutch,Golf,70,True,True,False,False,2,True,bachelor,C,False
x2466e,female,25,Belgian,Swimming,70,False,True,False,False,1,True,master,C,False
x1364f,male,28,Dutch,Tennis,70,False,True,False,False,1,True,bachelor,C,False
x3615b,male,26,German,Rugby,54,False,False,False,False,2,False,master,C,True
x5216f,male,27,Dutch,Running,74,False,True,False,True,2,True,master,C,False
x3439b,male,28,Dutch,Tennis,73,False,True,False,False,2,True,bachelor,C,False
x7067f,female,21,Dutch,Swimming,62,False,False,False,False,2,False,bachelor,C,False
x2666a,male,28,Dutch,Football,69,False,True,False,False,2,True,bachelor,C,False
x4772e,female,25,Dutch,Football,67,False,False,False,False,1,True,bachelor,C,False
x5255c,male,30,Dutch,Football,49,False,False,False,False,2,False,bachelor,C,False
x4403c,male,26,Dutch,Football,71,False,True,False,False,2,True,master,C,False
x1670g,female,22,German,Tennis,72,True,True,False,False,2,True,master,C,False
x8926a,male,22,Dutch,Football,60,False,False,False,False,1,False,bachelor,C,False
x9335a,female,26,Dutch,Swimming,62,False,False,False,False,0,True,bachelor,C,False
x2909a,female,22,Dutch,Swimming,71,False,True,False,False,0,True,phd,C,False
x3202c,male,29,German,Rugby,54,True,False,False,False,2,False,master,C,True
x3328b,male,31,Dutch,Rugby,66,False,True,True,False,0,True,phd,C,False
x9429d,male,24,Dutch,Football,61,True,False,False,True,3,False,master,C,False
x5624d,male,28,Dutch,Swimming,57,False,False,False,False,0,False,bachelor,C,False
x8799f,female,24,Belgian,Swimming,69,False,True,False,False,1,True,master,C,False
x8996e,female,28,Dutch,Football,68,False,False,True,False,0,True,phd,C,False
x3650b,male,30,Dutch,Football,54,True,False,True,False,3,False,master,C,True
x6304d,male,28,Dutch,Rugby,64,False,True,False,False,0,True,master,C,False
x1167a,male,27,Dutch,Football,61,True,True,False,False,1,True,bachelor,C,False
x5245f,male,27,Dutch,Golf,71,False,True,False,False,1,True,master,C,False
x9461d,male,30,Dutch,Football,53,False,False,False,True,2,False,master,C,True
x1754e,female,25,German,Chess,69,False,False,True,False,0,True,phd,C,False
x7401c,male,22,Dutch,Chess,71,False,True,False,False,0,True,master,C,True
x3741g,female,27,Dutch,Running,66,False,False,True,True,2,False,bachelor,C,True
x2206e,other,25,German,Football,60,False,False,False,True,2,False,bachelor,C,False
x5832f,female,27,Dutch,Swimming,67,False,True,False,False,0,True,master,C,False
x5182d,male,30,Dutch,Rugby,56,False,False,False,False,2,False,master,C,True
x5618g,male,27,Dutch,Cricket,62,False,True,True,False,0,False,master,C,False
x2349b,female,22,Dutch,Running,68,False,True,False,False,0,True,bachelor,C,False
x3489a,male,24,Dutch,Rugby,56,False,False,False,False,2,False,master,C,True
x6613e,male,26,Dutch,Swimming,70,False,True,True,False,1,True,master,C,True
x3199g,female,27,Dutch,Swimming,71,False,True,False,False,1,True,master,C,False
x4439g,female,24,Dutch,Chess,68,False,False,False,False,1,True,master,C,True
x6515c,female,21,Dutch,Running,66,False,True,True,False,1,True,master,C,True
x3972f,female,21,Dutch,Swimming,64,False,False,False,False,2,False,master,C,False
x8757a,male,30,Dutch,Rugby,59,False,False,False,True,2,False,bachelor,C,False
x5971d,male,26,Dutch,Football,53,True,False,False,True,3,False,bachelor,C,False
x5318d,female,26,Dutch,Tennis,75,False,True,True,True,2,True,master,C,False
x7371f,male,29,Dutch,Football,65,False,False,False,True,2,False,bachelor,C,True
x1735f,male,23,Dutch,Running,58,False,False,False,False,1,False,bachelor,C,False
x8456e,male,23,Dutch,Tennis,58,False,False,False,False,1,False,bachelor,C,False
x9507a,male,26,Dutch,Golf,64,False,False,True,False,1,False,master,C,True
x1617f,female,27,Dutch,Tennis,64,True,False,False,False,2,False,bachelor,C,False
x5384c,female,27,Dutch,Cricket,68,False,True,False,False,1,True,bachelor,C,False
x7565f,male,28,Belgian,Rugby,65,False,False,False,False,1,True,bachelor,C,False
x7563d,male,27,Dutch,Swimming,61,False,True,True,False,0,False,bachelor,C,False
x8996a,male,29,Dutch,Swimming,63,False,False,False,False,1,False,bachelor,C,True
x8022e,female,31,Dutch,Golf,56,False,False,False,False,1,False,bachelor,C,False
x2273c,male,22,Dutch,Tennis,73,False,True,False,False,1,True,master,C,False
x4631f,female,25,Dutch,Swimming,58,False,False,False,False,0,False,bachelor,C,False
x9646g,male,28,Dutch,Rugby,68,False,False,True,False,2,False,master,C,True
x7318b,female,27,German,Swimming,60,False,False,False,False,0,False,bachelor,C,False
x1689b,male,24,Dutch,Football,51,False,False,False,False,2,False,master,C,True
x6486g,male,27,Dutch,Rugby,51,False,False,False,True,2,False,bachelor,C,False
x6302e,male,32,Dutch,Rugby,66,False,True,True,False,0,True,phd,C,False
x9419f,male,26,Belgian,Tennis,63,False,True,False,True,2,False,bachelor,C,False
x7391d,female,25,Belgian,Swimming,61,False,True,True,False,0,False,master,C,False
x8389g,female,23,Dutch,Chess,65,False,True,False,False,1,True,bachelor,C,False
x2286a,female,24,Dutch,Swimming,62,False,False,False,False,0,True,bachelor,C,False
x2820b,female,22,Dutch,Tennis,71,False,True,False,False,2,True,master,C,False
x5673g,female,21,Dutch,Running,59,False,False,False,False,1,False,bachelor,C,False
x6806a,female,28,Dutch,Golf,58,False,False,True,False,0,False,master,C,False
x5598g,female,22,Dutch,Tennis,71,True,True,False,False,2,True,bachelor,C,False
x3824e,other,26,Dutch,Swimming,69,False,True,False,False,1,True,master,C,False
x2908g,male,24,Belgian,Football,54,False,False,False,False,2,False,bachelor,C,False
x3757d,male,27,Dutch,Cricket,58,False,False,False,False,0,False,bachelor,C,False
x6827c,male,30,Belgian,Swimming,66,False,False,True,False,0,True,master,C,False
x4294c,female,28,Dutch,Chess,74,False,True,False,False,1,True,master,C,False
x5987b,male,28,Dutch,Football,61,True,False,False,False,2,True,bachelor,C,False
x1999d,male,30,Dutch,Tennis,60,False,False,False,False,1,False,bachelor,C,False
x3647a,male,21,Dutch,Golf,65,True,True,False,False,2,True,bachelor,C,False
x8766g,male,28,Dutch,Rugby,54,False,False,True,False,0,False,master,C,False
x2263f,other,32,Belgian,Golf,59,False,False,False,False,2,False,master,C,True
x5127a,male,29,Dutch,Rugby,58,False,False,True,False,1,False,master,C,True
x4251f,female,32,Belgian,Football,54,False,False,True,False,0,False,phd,C,False
x1451c,female,28,Dutch,Rugby,61,False,False,False,False,1,False,bachelor,C,False
x1199d,male,24,Dutch,Cricket,70,False,False,False,False,1,True,master,C,False
x2138f,female,27,Dutch,Football,65,False,False,False,False,2,True,bachelor,C,False
x8509a,female,26,Dutch,Chess,64,False,False,True,False,1,False,bachelor,C,False
x2460c,male,27,Dutch,Rugby,56,True,False,False,True,3,False,master,C,False
x8552c,female,24,Dutch,Swimming,58,False,False,False,False,1,False,bachelor,C,False
x6125g,female,28,Dutch,Golf,59,False,False,False,False,1,True,bachelor,C,False
x7516c,female,28,Dutch,Swimming,65,False,False,True,False,1,True,master,C,True
x2232e,male,27,German,Rugby,65,False,False,True,False,1,False,master,C,True
x5458d,other,25,Dutch,Chess,70,False,True,True,False,0,True,master,C,False
x9634f,male,32,Dutch,Rugby,60,False,False,True,False,0,False,master,C,False
x9986c,female,30,Dutch,Football,65,False,False,True,False,1,False,master,C,True
x9843e,male,29,Belgian,Golf,70,False,True,True,False,1,True,phd,C,True
x7333a,male,25,Dutch,Tennis,65,False,False,False,False,1,True,bachelor,C,False
x2385b,female,27,Dutch,Golf,69,False,True,False,False,1,True,master,C,True
x5191b,other,22,Dutch,Chess,64,False,True,False,False,0,True,bachelor,C,False
x9434g,female,22,Dutch,Tennis,62,True,True,False,True,2,False,bachelor,C,False
x6671b,male,24,Dutch,Rugby,61,False,False,False,False,1,False,bachelor,C,False
x7044a,male,25,Belgian,Tennis,63,False,True,False,False,1,True,bachelor,C,False
x3435b,male,28,Dutch,Rugby,55,False,False,False,False,2,False,bachelor,C,False
x6438a,female,27,Dutch,Running,65,True,True,False,True,2,True,bachelor,C,False
x2855e,male,28,Dutch,Tennis,57,True,False,False,True,3,False,bachelor,C,False
x7410c,male,25,Dutch,Football,59,False,False,False,False,1,True,bachelor,C,False
x9422e,male,24,Dutch,Rugby,53,True,False,False,True,3,False,master,C,False
x3095b,female,27,Dutch,Swimming,62,False,False,False,True,2,False,bachelor,C,False
x5496e,male,27,Dutch,Cricket,63,False,False,False,False,0,True,master,C,False
x7592a,female,22,Belgian,Chess,69,False,True,True,False,0,True,master,C,False
x4112g,male,29,Dutch,Rugby,59,False,False,False,True,2,False,bachelor,C,True
x4442e,female,25,Dutch,Running,61,False,True,False,False,0,True,master,C,False
x6430a,male,25,Belgian,Rugby,55,False,False,True,False,2,False,master,C,True
x6594g,male,26,Dutch,Golf,55,False,False,True,False,0,False,master,C,False
x2536f,male,25,Dutch,Football,62,False,False,False,True,2,False,master,C,True
x1911g,female,23,Dutch,Swimming,63,False,True,True,False,0,False,bachelor,C,True
x6940a,male,29,Dutch,Rugby,60,False,False,False,False,2,False,bachelor,C,False
x2224c,male,30,Dutch,Football,63,True,True,False,False,2,False,bachelor,C,False
x9778c,female,27,Belgian,Swimming,64,False,False,False,False,1,True,master,C,False
x1502e,female,28,Dutch,Tennis,61,False,False,False,False,1,True,bachelor,C,False
x1651f,male,23,Dutch,Running,68,False,True,False,False,1,True,master,C,False
x6403a,female,27,Dutch,Tennis,58,True,False,False,True,2,False,bachelor,C,False
x1676b,female,29,Dutch,Swimming,65,False,False,True,False,1,False,master,C,True
x1662a,male,21,Dutch,Swimming,71,False,False,False,False,0,True,phd,C,False
x9196b,male,27,Dutch,Football,72,False,True,False,False,1,True,master,C,False
x4939e,male,26,Dutch,Football,49,False,False,True,False,1,False,master,C,False
x7142c,other,26,Dutch,Chess,67,False,True,True,False,0,True,phd,C,True
x9510g,male,22,Dutch,Running,72,False,True,False,False,2,True,master,C,False
x3988f,male,29,Dutch,Swimming,58,True,False,True,True,3,False,master,C,True
x4801c,male,22,Belgian,Running,71,False,True,False,True,2,True,master,C,False
x5976a,male,24,Dutch,Rugby,55,False,False,False,False,2,False,master,C,False
x1919d,female,32,Dutch,Rugby,65,False,True,False,False,1,True,master,C,False
x8208e,male,27,Dutch,Rugby,61,False,False,False,False,2,False,bachelor,C,False
x2546e,male,27,German,Golf,59,False,False,True,False,0,False,phd,C,False
x4845b,male,29,Dutch,Rugby,53,True,False,False,True,3,False,bachelor,C,False
x3704a,female,25,German,Running,71,False,False,False,False,1,True,master,C,False
x5468e,female,21,Dutch,Tennis,67,False,True,False,True,2,True,bachelor,C,False
x6491b,male,28,Dutch,Running,66,False,True,False,False,1,True,bachelor,C,False
x7308d,male,27,Dutch,Football,53,True,False,False,True,3,False,master,C,False
x3152g,female,23,Dutch,Running,67,False,False,False,False,2,True,master,C,False
x9662f,male,28,Dutch,Rugby,61,True,False,True,True,3,False,master,C,True
x1128a,other,26,Dutch,Rugby,59,True,False,False,True,2,False,bachelor,C,False
x5455f,female,24,Dutch,Running,60,False,False,False,False,0,True,bachelor,C,False
x6228g,female,28,Dutch,Swimming,66,False,True,False,False,0,True,phd,C,False
x4192e,female,28,German,Chess,57,False,False,False,False,0,False,bachelor,C,False
x4985b,male,26,Dutch,Chess,59,False,False,False,False,0,False,master,C,False
x8564e,male,24,Dutch,Rugby,53,True,False,False,True,2,False,master,C,False
x5807c,female,25,Dutch,Running,62,False,False,True,False,0,False,master,C,False
x2418b,male,32,Dutch,Rugby,58,False,False,False,False,1,False,master,C,False
x9410c,male,31,Dutch,Golf,64,False,False,False,False,0,True,master,C,False
x5248b,female,25,Belgian,Chess,65,False,True,False,False,1,True,bachelor,C,False
x4610e,female,25,Dutch,Running,73,False,True,False,False,1,True,master,C,False
x2265b,male,22,Dutch,Swimming,68,False,True,False,True,2,True,bachelor,C,False
x5718f,female,21,Dutch,Running,71,False,True,True,False,0,True,phd,C,False
x4246f,female,26,Dutch,Cricket,69,True,True,False,False,2,True,bachelor,C,False
x2120f,female,26,Dutch,Swimming,73,False,False,True,False,1,True,phd,C,True
x8766c,male,26,Dutch,Cricket,56,False,False,False,False,0,False,master,C,False
x7058d,male,28,Belgian,Football,50,True,False,False,True,3,False,bachelor,C,False
x3816g,female,26,Dutch,Running,64,False,True,False,False,0,True,bachelor,C,False
x2786g,female,23,Dutch,Chess,72,False,True,True,False,1,True,phd,C,True
x9618g,female,23,Dutch,Tennis,66,False,True,False,False,1,True,master,C,True
x7530g,female,26,Dutch,Chess,63,False,False,False,False,1,True,bachelor,C,False
x6954c,male,25,Dutch,Football,57,False,False,False,False,2,False,bachelor,C,True
x6469f,female,22,Belgian,Cricket,61,True,False,False,False,2,False,bachelor,C,False
x9499b,male,26,Dutch,Golf,58,False,False,False,False,1,False,master,C,True
x1176f,male,28,Dutch,Rugby,53,False,False,False,True,2,False,master,C,True
x4144d,female,28,Dutch,Football,58,False,False,True,False,0,False,bachelor,C,False
x8614a,male,25,Dutch,Rugby,59,True,False,False,True,2,False,bachelor,C,False
x9156b,female,30,Dutch,Football,56,False,False,False,False,2,False,bachelor,C,False
x2756g,male,27,Dutch,Golf,73,True,True,False,False,2,True,bachelor,C,False
x7899c,female,21,German,Swimming,62,False,False,False,False,1,False,bachelor,C,False
x3750f,male,28,Dutch,Rugby,56,False,False,False,False,2,False,bachelor,C,False
x6399g,female,26,German,Chess,67,False,False,False,False,0,True,phd,C,False
x2404c,male,26,Belgian,Football,58,True,False,False,True,3,False,master,C,False
x5379g,female,27,Dutch,Swimming,68,False,True,False,False,1,True,master,C,False
x2876b,female,26,Dutch,Swimming,66,False,False,False,False,0,True,bachelor,C,False
x2052a,male,26,German,Rugby,51,True,False,False,False,2,False,master,C,True
x6904e,female,28,Dutch,Swimming,69,False,False,False,False,1,True,phd,C,True
x4555e,male,24,German,Swimming,60,False,False,False,True,2,False,bachelor,C,False
x6983c,male,26,German,Football,68,False,True,False,False,1,True,bachelor,C,False
x5645a,male,29,Dutch,Football,64,True,False,False,True,3,False,master,C,True
x9593g,female,28,Dutch,Rugby,60,False,False,True,False,1,False,master,C,True
x3516d,male,31,Dutch,Swimming,57,False,False,False,False,0,False,bachelor,C,False
x5614g,male,27,German,Running,68,False,False,False,False,2,True,bachelor,C,False
x4990a,male,22,Dutch,Tennis,62,True,False,False,True,2,False,bachelor,C,False
x9347d,male,27,Dutch,Running,67,False,True,False,False,1,True,master,C,False
x7963g,female,27,Dutch,Running,62,False,True,False,False,1,False,bachelor,C,False
x3008g,female,28,Dutch,Chess,66,False,True,False,False,0,True,master,C,False
x8448g,male,26,Dutch,Cricket,64,True,True,False,True,2,False,master,C,True
x7743e,female,29,Dutch,Cricket,65,False,True,False,False,1,False,master,C,True
x3941a,female,27,German,Tennis,62,True,False,False,False,2,True,bachelor,C,False
x8212g,male,27,Dutch,Rugby,59,False,True,True,False,0,False,bachelor,C,False
x3201d,male,21,Dutch,Football,66,False,True,False,True,2,True,bachelor,C,False
x9177g,female,24,Dutch,Chess,62,False,False,True,False,0,True,master,C,False
x5337g,female,23,Dutch,Swimming,67,False,False,False,False,1,True,master,C,True
x9211c,female,25,German,Swimming,63,False,False,False,False,1,True,bachelor,C,False
x7216g,male,26,Belgian,Football,59,True,False,False,False,2,False,bachelor,C,False
x3011b,female,25,Dutch,Swimming,61,True,False,False,True,2,True,bachelor,C,False
x6099b,male,28,Dutch,Cricket,68,False,True,False,False,1,True,phd,C,True
x3725d,male,32,Dutch,Golf,58,False,False,False,False,1,False,bachelor,C,True
x3560a,male,24,Dutch,Football,59,True,False,False,False,2,False,bachelor,C,False
x5295a,male,28,Dutch,Football,63,True,False,False,True,2,False,bachelor,C,True
x3086e,female,26,Dutch,Rugby,50,False,False,False,False,2,False,bachelor,C,False
x6511a,male,30,Dutch,Rugby,55,False,False,False,False,1,False,bachelor,C,False
x5371a,female,23,Dutch,Tennis,69,False,True,False,False,2,True,master,C,False
x7909f,male,22,Dutch,Swimming,74,False,True,False,False,1,True,phd,C,True
x5416e,male,27,Dutch,Rugby,57,False,False,False,False,1,False,bachelor,C,False
x4954b,female,29,Dutch,Golf,68,False,True,True,False,1,True,master,C,False
x1328e,male,28,Belgian,Tennis,70,False,True,False,False,2,True,bachelor,C,False
x7087d,female,22,Dutch,Swimming,64,False,False,False,False,0,True,master,C,False
x4368c,male,24,Dutch,Football,57,False,False,False,True,2,False,master,C,False
x6396b,male,25,Dutch,Tennis,65,False,False,False,False,1,False,bachelor,C,False
x3287c,male,26,Dutch,Swimming,61,False,True,False,False,1,True,bachelor,C,False
x4701e,female,27,Dutch,Running,72,False,True,False,False,1,True,phd,C,True
x8156a,female,21,Dutch,Running,66,False,True,False,False,0,True,master,C,False
x5746d,male,24,Dutch,Rugby,54,True,False,False,True,2,False,master,C,True
x5918e,male,26,Dutch,Rugby,59,True,False,True,True,2,False,master,C,True
x9466a,male,30,Dutch,Tennis,54,False,False,False,False,1,False,master,C,True
x7734a,male,28,Belgian,Rugby,65,True,False,False,True,3,False,master,C,True
x7152a,female,30,German,Football,56,True,False,True,False,2,False,master,C,True
x8381b,male,28,Dutch,Football,58,True,False,False,False,2,False,bachelor,C,False
x5463g,female,28,German,Running,65,False,True,False,False,1,True,master,C,False
x3718b,male,26,Dutch,Cricket,57,False,False,False,False,1,False,master,C,True
x8637e,female,25,Dutch,Running,60,False,False,False,False,0,True,bachelor,C,False
x3433f,female,30,German,Rugby,52,False,False,True,True,2,False,master,C,True
x7418g,female,22,Dutch,Chess,58,False,False,False,False,1,False,bachelor,C,False
x5446g,female,31,Dutch,Football,62,False,False,True,False,1,False,master,C,True
x3218d,female,21,Dutch,Tennis,68,False,True,False,False,1,True,master,C,False
x7732c,female,23,Dutch,Tennis,57,False,False,False,False,1,False,bachelor,C,False
x1014a,female,28,Dutch,Rugby,57,True,False,True,True,2,False,master,C,True
x8799c,female,26,Dutch,Football,58,False,False,True,False,0,False,master,C,False
x5795c,male,29,Dutch,Rugby,57,True,False,False,True,3,False,master,C,True
x2393c,male,27,Dutch,Football,59,False,False,False,True,2,False,bachelor,C,False
x8996d,male,28,Dutch,Rugby,52,False,False,False,True,2,False,bachelor,C,False
x7055c,male,30,Dutch,Rugby,57,False,False,False,False,1,False,bachelor,C,False
x1115b,female,21,Dutch,Running,63,False,False,True,False,0,True,master,C,False
x7457b,male,26,Dutch,Football,58,False,False,False,True,2,False,bachelor,C,False
x9468g,male,32,Dutch,Swimming,56,False,False,False,False,0,False,bachelor,C,False
x7457g,male,28,Dutch,Rugby,51,False,False,False,True,2,False,master,C,True
x6550d,female,22,Dutch,Swimming,56,False,False,False,False,0,False,bachelor,C,False
x4339b,female,27,Dutch,Chess,55,False,False,False,False,0,False,bachelor,C,False
x4443e,female,28,German,Chess,61,True,False,False,False,1,False,bachelor,C,False
x3041c,female,26,Dutch,Cricket,66,False,True,True,False,1,False,master,C,True
x1130b,female,22,Dutch,Swimming,61,False,False,False,False,1,True,master,C,False
x4647a,female,23,Belgian,Swimming,61,False,False,False,False,1,True,bachelor,C,False
x6257b,male,25,Dutch,Swimming,60,False,False,False,True,2,False,bachelor,C,False
x2572e,male,30,Belgian,Football,63,False,False,False,True,3,False,bachelor,C,False
x5542b,female,27,Dutch,Swimming,67,False,True,False,False,1,True,bachelor,C,False
x1799g,female,25,Belgian,Swimming,67,False,True,False,False,0,True,master,C,False
x7509g,female,21,Dutch,Running,60,False,False,False,False,1,False,bachelor,C,False
x1495c,male,31,Dutch,Golf,60,False,True,True,False,1,False,master,C,True
x3019g,female,25,Dutch,Football,77,True,True,False,False,2,True,master,C,False
x6919e,female,22,Dutch,Swimming,68,True,False,False,True,2,True,master,C,False
x1918a,female,30,Belgian,Swimming,62,False,False,False,False,2,True,bachelor,C,False
x4086c,male,28,Dutch,Running,66,False,True,False,False,0,True,master,C,False
x4755g,other,26,Belgian,Football,58,False,False,False,False,2,False,master,C,True
x9949c,female,28,Dutch,Swimming,62,False,False,False,False,0,True,bachelor,C,False
x1428g,female,23,German,Running,73,False,True,True,False,1,True,master,C,False
x7369c,male,31,Belgian,Cricket,63,False,False,True,False,0,True,master,C,False
x4886c,male,26,Dutch,Football,63,False,False,False,True,2,True,bachelor,C,False
x7971f,male,22,Dutch,Football,65,True,True,False,True,2,True,bachelor,C,False
x2095g,female,25,Dutch,Chess,66,False,True,False,False,0,True,bachelor,C,False
x1019c,male,26,Belgian,Rugby,52,False,False,False,True,2,False,bachelor,C,False
x6761f,male,24,German,Football,71,False,True,False,False,1,True,master,C,False
x3571e,male,26,Dutch,Rugby,58,False,False,False,False,2,False,bachelor,C,False
x3279c,female,28,Dutch,Swimming,64,False,False,False,False,1,True,bachelor,C,False
x9494e,male,28,Dutch,Tennis,61,False,False,False,True,2,False,bachelor,C,False
x5097e,male,27,Dutch,Cricket,64,False,False,True,False,1,True,master,C,True
x4800g,female,28,Belgian,Swimming,60,False,False,False,True,2,False,master,C,True
x9325d,female,26,Dutch,Football,58,True,False,False,False,2,False,bachelor,C,False
x1238f,male,30,German,Cricket,57,False,False,False,False,1,False,bachelor,C,False
x2103b,male,25,Dutch,Football,55,False,False,True,True,2,False,master,C,True
x2771d,male,24,Belgian,Rugby,48,True,False,True,False,2,False,bachelor,C,False
x6225e,female,25,German,Swimming,63,False,False,False,False,1,False,bachelor,C,True
x3262f,female,30,Dutch,Football,55,False,False,True,False,1,False,master,C,True
x7141g,female,21,German,Chess,57,False,False,False,False,0,False,bachelor,C,False
x9041b,male,21,Dutch,Tennis,67,True,True,False,False,2,True,bachelor,C,False
x1204e,female,23,German,Swimming,70,True,True,True,False,2,True,master,C,True
x9391a,female,26,Dutch,Swimming,63,False,False,False,False,1,True,bachelor,C,False
x3549f,female,21,Dutch,Chess,65,False,False,False,False,1,True,master,C,True
x6690a,female,22,Belgian,Chess,73,False,True,False,False,1,True,master,C,False
x2774e,female,28,Dutch,Swimming,63,True,True,False,True,2,False,bachelor,C,False
x9589g,female,27,Dutch,Football,66,False,False,True,False,1,True,master,C,True
x8824b,male,23,Dutch,Swimming,59,False,False,False,False,1,False,bachelor,C,False
x6212g,female,21,Dutch,Football,70,False,True,False,False,1,True,master,C,False
x2369c,male,22,Belgian,Chess,56,False,False,False,False,1,False,bachelor,C,False
x4167b,female,26,Dutch,Swimming,55,False,False,False,False,2,False,bachelor,C,False
x3334b,female,27,Dutch,Golf,71,False,True,True,False,1,True,master,C,True
x5309d,female,22,Dutch,Tennis,62,True,False,False,False,2,False,master,C,False
x2783f,female,27,Dutch,Rugby,66,False,False,True,False,2,False,master,C,True
x9855b,female,27,Dutch,Cricket,65,False,False,False,False,2,True,bachelor,C,False
x2835d,female,26,Dutch,Golf,54,False,False,False,False,0,False,master,C,False
x7324a,male,27,Belgian,Running,66,False,True,False,False,1,True,bachelor,C,False
x2288a,female,28,Dutch,Chess,61,False,False,False,False,1,True,bachelor,C,False
x6094c,male,21,Dutch,Tennis,69,False,True,False,True,2,True,bachelor,C,False
x7634b,male,31,Dutch,Golf,59,False,False,False,False,1,False,bachelor,C,False
x7606e,female,27,Dutch,Rugby,64,False,True,True,True,2,False,master,C,True
x5042f,female,24,Dutch,Swimming,62,False,False,False,False,1,False,master,C,True
x4802a,male,29,Dutch,Rugby,52,False,False,False,True,3,False,master,C,False
x7195c,male,27,Dutch,Golf,55,False,False,True,False,1,False,bachelor,C,True
x6989f,other,28,Dutch,Tennis,76,False,True,False,True,2,True,master,C,False
x9940d,female,23,Dutch,Swimming,72,False,True,False,False,0,True,phd,C,False
x1236c,female,25,Dutch,Chess,61,False,False,False,False,0,False,bachelor,C,False
x2922e,female,28,Dutch,Rugby,60,False,False,False,False,2,True,bachelor,C,False
x6092e,male,24,German,Football,60,False,False,False,False,1,False,bachelor,C,False
x8064c,male,24,Dutch,Football,59,False,False,True,False,1,False,master,C,True
x5110g,male,22,Dutch,Golf,65,False,True,False,False,2,True,bachelor,C,False
x3122a,male,26,Dutch,Football,56,True,False,False,True,3,False,bachelor,C,False
x1729b,female,21,Dutch,Running,62,False,False,False,False,2,False,bachelor,C,False
x9629d,female,27,Dutch,Swimming,63,True,False,False,True,2,False,master,C,False
x4270g,male,23,Belgian,Football,62,False,False,False,False,1,False,bachelor,C,False
x1550d,female,21,Dutch,Tennis,62,False,True,False,False,1,False,bachelor,C,False
x7807d,male,28,Dutch,Cricket,64,False,False,True,False,1,False,phd,C,True
x5510f,female,24,Dutch,Swimming,65,False,True,False,False,1,False,master,C,False
